,Experiments,100 mV/s Current (A),150 mV/s Current (A),200 mV/s Current (A),"100 mV/s Data ((V,A))","150 mV/s Data ((V,A))","200 mV/s Data ((V,A))",Slope (F),Intercept (F),R2
0,"('IrRu-5/ecsa/ECSA - L2-1.ucv', 'IrRu-5/ecsa/ECSB - L2-2.ucv', 'IrRu-5/ecsa/ECSC - L2-3.ucv')",1.2041584174227182e-07,1.9753376534481504e-07,2.0361375163702178e-07,"[(0.823113739490509, -1.175912842654725e-07), (0.8280470967292786, -1.3513106011942e-07), (0.833029568195343, -1.5084299320733408e-07), (0.8381224274635315, -1.5466808633846085e-07), (0.8431171178817749, -1.6380718648179027e-07), (0.8481854796409607, -1.695145499525097e-07), (0.8531678915023804, -1.7804839558266394e-07), (0.8581135272979736, -1.7849626487986825e-07), (0.8631695508956909, -1.8284792702161212e-07), (0.8681151866912842, -1.8814979796388798e-07), (0.8732572197914124, -1.9576971510559815e-07), (0.8782273530960083, -1.9350615332314192e-07), (0.8833079934120178, -2.0050268290106033e-07), (0.8882044553756714, -2.0134396550020028e-07), (0.8933709859848022, -2.0619795293441712e-07), (0.8984025120735168, -2.073176403882826e-07), (0.9033236503601074, -2.1169350361560646e-07), (0.9083796739578247, -2.1176008146994718e-07), (0.9134603142738342, -2.183995349014367e-07), (0.9087846875190735, -3.639980405978349e-08), (0.9039126634597778, -1.5131032427007085e-08), (0.8987215757369995, -1.557678985797395e-09), (0.873833954334259, 4.0730672168365345e-08), (0.8686797618865967, 5.2975899222929e-08), (0.8638077974319458, 5.768974276065819e-08), (0.8586903214454651, 6.382020956152701e-08), (0.8538305759429932, 6.968004129248584e-08), (0.8486886620521545, 7.386709910406353e-08), (0.8437921404838562, 7.781554245411826e-08), (0.8386378884315491, 8.17688103893488e-08), (0.8337167501449585, 8.679255358856608e-08), (0.828783392906189, 9.179636606404529e-08), (0.8236905932426453, 9.606981876686405e-08), (0.8185731172561646, 1.0074015932559632e-07)]","[(0.823032796382904, -1.1823161827351214e-07), (0.8281354904174805, -1.3527993303341646e-07), (0.8332209587097168, -1.4710020934671775e-07), (0.8380830883979797, -1.553701594048107e-07), (0.8431171774864197, -1.669277764904109e-07), (0.8481683135032654, -1.7613825775697478e-07), (0.8531679511070251, -1.8543349256106012e-07), (0.8581846356391907, -1.8611135033097526e-07), (0.8631671071052551, -1.9272054885277612e-07), (0.8683041930198669, -2.0320203475421295e-07), (0.8732350468635559, -2.0844700543420913e-07), (0.8782690167427063, -2.060575354789762e-07), (0.8831655383110046, -2.1418343010282115e-07), (0.8883542418479919, -2.1992835286255286e-07), (0.893233597278595, -2.2335157723318844e-07), (0.8983362317085266, -2.2334309335292346e-07), (0.9033015370368958, -2.3127411452605884e-07), (0.9083870053291321, -2.3673092641729454e-07), (0.9133350253105164, -2.418657629732479e-07), (0.8986798524856567, 2.327465686846608e-08), (0.8940066695213318, 6.911254502028896e-08), (0.8888868689537048, 8.479102575620345e-08), (0.8839043974876404, 9.35952684244512e-08), (0.8788875937461853, 1.0273866024590461e-07), (0.8583049774169922, 1.8576547233806195e-07), (0.8386157155036926, 1.5098252958978264e-07), (0.8335645794868469, 1.4882182597375504e-07), (0.8284791111946106, 1.5500734207307687e-07), (0.8235309720039368, 1.5754933713196806e-07), (0.8185486197471619, 1.660819606286168e-07)]","[(0.828126847743988, -1.758438088472758e-07), (0.8330019116401672, -1.890304019980249e-07), (0.8381131887435913, -1.9570313725125743e-07), (0.8431815505027771, -2.0666549005454726e-07), (0.8481854796409607, -2.166957671079217e-07), (0.8532752990722656, -2.2135610322493449e-07), (0.8582147359848022, -2.3100508883544535e-07), (0.8632186651229858, -2.408976911283389e-07), (0.8682655096054077, -2.480046816799586e-07), (0.873226523399353, -2.464688861891773e-07), (0.878251850605011, -2.495087016995967e-07), (0.8833416700363159, -2.5799261038628174e-07), (0.8883885145187378, -2.6054519253193575e-07), (0.8932850956916809, -2.662858662461076e-07), (0.8983319401741028, -2.714122047109413e-07), (0.9033787846565247, -2.810612045323069e-07), (0.9083612561225891, -2.8296770437918894e-07), (0.9134295582771301, -2.852978582268406e-07), (0.909220278263092, 3.388267089121655e-08), (0.9041519165039062, 7.299642845737253e-08), (0.899019181728363, 9.85718671131508e-08), (0.8890113830566406, 1.199913839400324e-07), (0.8839000463485718, 1.3469258419718244e-07), (0.878831684589386, 1.4332475473111117e-07), (0.8736989498138428, 1.501987441088204e-07), (0.8688024282455444, 1.6103399502753746e-07), (0.8637770414352417, 1.6451863871225214e-07), (0.8586872220039368, 1.7215521097568853e-07), (0.8536403775215149, 1.768896709108958e-07), (0.8487653136253357, 1.8664458423245378e-07), (0.8437613844871521, 1.9194040135062096e-07), (0.8386715650558472, 1.9591226418924634e-07), (0.8337106108665466, 1.995240239693885e-07), (0.8286852240562439, 2.0971317837847891e-07), (0.8236598372459412, 2.1153495310954895e-07), (0.8184411525726318, 2.1704259722810093e-07)]",8.319790989475003e-10,4.9057588065911084e-08,0.8044949714756859
0,"('IrRu-5/ecsa/ECSA - L2-5.ucv', 'IrRu-5/ecsa/ECSB - L2-6.ucv', 'IrRu-5/ecsa/ECSC - L2-7.ucv')",1.0485307999630322e-07,1.6542496261706674e-07,1.9949427354504223e-07,"[(0.8334099650382996, -2.824275497914641e-07), (0.8531801700592041, -1.4258756664276007e-07), (0.8582116961479187, -1.4270861470322416e-07), (0.8632677793502808, -1.5104272677035624e-07), (0.8683238625526428, -1.5041933920656447e-07), (0.8733063340187073, -1.5925579077702423e-07), (0.8783132433891296, -1.5758534743781638e-07), (0.883357048034668, -1.6546552217278077e-07), (0.888314962387085, -1.6545341452456341e-07), (0.8934201002120972, -1.7306123822891095e-07), (0.8984147906303406, -1.7216548542364762e-07), (0.9033358693122864, -1.776549822807283e-07), (0.9085023999214172, -1.7998515033923468e-07), (0.9134848117828369, -1.8597093287553434e-07), (0.9089810252189636, -2.7669862845414173e-08), (0.8991265892982483, 6.528809493033805e-09), (0.8942668437957764, 2.835645496190864e-09), (0.8833079934120178, 2.988213054777589e-08), (0.8732551336288452, 6.443850963933073e-08), (0.8632064461708069, 5.3511744368961445e-08), (0.8537692427635193, 6.683228548354236e-08), (0.8489340543746948, 7.597301276973667e-08), (0.8437798619270325, 7.928230161269312e-08), (0.8389078378677368, 8.320417066443042e-08), (0.8337904214859009, 8.682578567231758e-08), (0.8287466168403625, 9.061836436785597e-08), (0.8238009810447693, 9.463385453045703e-08), (0.8185854554176331, 9.99330751483285e-08)]","[(0.8231358528137207, -1.0208994893901036e-07), (0.8281010985374451, -1.1929078880257293e-07), (0.8332037925720215, -1.3566970835654502e-07), (0.8381518721580505, -1.3784735131139314e-07), (0.8430827260017395, -1.5028618349788303e-07), (0.8482369780540466, -1.596407201986949e-07), (0.8533053398132324, -1.6869869057245523e-07), (0.8582019209861755, -1.7054587431175605e-07), (0.8631842732429504, -1.7915475325480656e-07), (0.8681495785713196, -1.8682311520024086e-07), (0.8731319308280945, -1.9168679443737346e-07), (0.8783378005027771, -1.8812799851275486e-07), (0.8833889365196228, -1.9671993811698485e-07), (0.8883370757102966, -2.0351554042008502e-07), (0.8933194279670715, -2.0739631167998596e-07), (0.8983878493309021, -2.0739631167998596e-07), (0.9034904837608337, -2.1403938887942786e-07), (0.9084557890892029, -2.187759804428424e-07), (0.9135756492614746, -2.2501232876948052e-07), (0.8984565138816833, 3.538662340929477e-08), (0.8938520550727844, 5.959533311283849e-08), (0.8890929222106934, 7.361614962064778e-08), (0.8838700652122498, 8.249989491559973e-08), (0.87887042760849, 8.981477606084809e-08), (0.8738879561424255, 9.695965985656585e-08), (0.8688539862632751, 1.0403518757584607e-07), (0.8535115122795105, 2.53890931389833e-07), (0.8282986879348755, 3.543208890732785e-07)]","[(0.828126847743988, -1.56905954895592e-07), (0.8330233693122864, -1.7041030275777302e-07), (0.8381776213645935, -1.7620392611661373e-07), (0.8432244658470154, -1.8999425321908348e-07), (0.8481425046920776, -1.9705886700194242e-07), (0.8531893491744995, -2.0348799978364696e-07), (0.8581932783126831, -2.1202485811500082e-07), (0.8631327152252197, -2.2022280177225184e-07), (0.8682655096054077, -2.2681079769881762e-07), (0.8732264637947083, -2.278169972669275e-07), (0.8781445026397705, -2.3272093585546827e-07), (0.8832986950874329, -2.3713765529009834e-07), (0.8883026242256165, -2.4167087531168363e-07), (0.8933065533638, -2.470937943144236e-07), (0.8983104825019836, -2.5041958906513173e-07), (0.9033143520355225, -2.580455600309506e-07), (0.9085760116577148, -2.6061931635013025e-07), (0.9134939908981323, -2.674721315543138e-07), (0.9036365151405334, 2.611552751830004e-08), (0.8989976644515991, 9.183231242104739e-08), (0.8940582275390625, 9.823357061122806e-08), (0.8890328407287598, 1.0687606533110738e-07), (0.8733768463134766, 1.2312649744217197e-07), (0.8387574553489685, 1.6771731736753281e-07), (0.8336032032966614, 1.8168769599924417e-07), (0.8285778760910034, 1.897585235610677e-07), (0.8235524296760559, 1.9233229409110209e-07), (0.8185270428657532, 1.9493784009227966e-07)]",9.464119354873908e-10,1.4628981729695358e-08,0.9745265344637848
0,"('IrRu-5/ecsa/ECSA - L2-9.ucv', 'IrRu-5/ecsa/ECSB - L2-10.ucv', 'IrRu-5/ecsa/ECSC - L2-11.ucv')",7.16578378856525e-08,8.153087804885217e-08,1.380599652378578e-07,"[(0.822966456413269, -6.993253975906555e-08), (0.8279244303703308, -7.820939629255008e-08), (0.8330172896385193, -8.835233700210665e-08), (0.8380733728408813, -9.589883376293074e-08), (0.8430189490318298, -1.0272704997760229e-07), (0.913570761680603, -2.5008208837107304e-08), (0.9089933037757874, -2.4201083803632173e-08), (0.9039372205734253, -1.626785595121305e-09), (0.8990529179573059, 7.02392366491722e-09), (0.8497031331062317, 9.486750940368438e-09), (0.8386256098747253, 7.851871686170853e-08), (0.8337904214859009, 6.745209901737326e-08), (0.8286975026130676, 6.959063370004515e-08), (0.823702871799469, 7.318445938153673e-08), (0.8186958432197571, 7.721988737330321e-08)]","[(0.9037653803825378, -2.7645384648167237e-07), (0.893422544002533, 1.662538196001151e-08), (0.8889383673667908, 7.835516235843443e-09), (0.8839902877807617, 5.924350077179952e-08), (0.8788359761238098, 7.05215583707286e-08), (0.8738364577293396, 7.48890016666337e-08), (0.8688883781433105, 7.975628335543661e-08), (0.8639402389526367, 8.28694908250327e-08), (0.8588719367980957, 8.860873634830568e-08), (0.8539237976074219, 9.249156818214033e-08), (0.8487009406089783, 9.60952988293684e-08), (0.8438558578491211, 9.871543937833849e-08), (0.8387703895568848, 1.0249001292095272e-07), (0.833770751953125, 1.0591529786552201e-07), (0.8285134434700012, 1.2649464053993142e-07)]","[(0.8281698226928711, -1.1988815629138116e-07), (0.8331736922264099, -1.2784248326624947e-07), (0.8382635116577148, -1.3278878441269626e-07), (0.8432244658470154, -1.429885259085495e-07), (0.8483572602272034, -1.4974600048844877e-07), (0.8533182144165039, -1.532094699996378e-07), (0.8581503033638, -1.5737198566512234e-07), (0.8632615804672241, -1.6672440494858165e-07), (0.868050754070282, -1.7029378795996308e-07), (0.8732694387435913, -1.712788133545473e-07), (0.8782733678817749, -1.7300524746133306e-07), (0.883384644985199, -1.7933905382960802e-07), (0.8883241415023804, -1.832367786391842e-07), (0.8934139609336853, -1.8409470214919565e-07), (0.8983319401741028, -1.8981418747898715e-07), (0.903507649898529, -1.9533243289515667e-07), (0.908640444278717, -1.9874293855082215e-07), (0.9135155081748962, -2.0061766292656102e-07), (0.8985037803649902, 2.4560407041462895e-08), (0.8939293622970581, 7.54892752752312e-08), (0.8889684081077576, 8.575243271025101e-08), (0.8840289115905762, 9.149823654297506e-08), (0.8788961172103882, 9.736562134321503e-08), (0.8738707900047302, 1.02879901930919e-07), (0.8688668608665466, 1.0778735770600179e-07)]",6.640212735220536e-10,-2.5202973041872776e-09,0.8586916351111785
0,"('IrRu-5/ecsa/ECSA - L2-13.ucv', 'IrRu-5/ecsa/ECSB - L2-14.ucv', 'IrRu-5/ecsa/ECSC - L2-15.ucv')",9.016148894147591e-08,7.664386281192037e-08,9.656928590118241e-08,"[(0.8230892419815063, -5.432423932916208e-08), (0.8280470967292786, -5.977146599889238e-08), (0.8330172896385193, -6.476199132521288e-08), (0.838146984577179, -7.026720538760856e-08), (0.84306800365448, -7.458837814056096e-08), (0.8480995893478394, -7.857669004351919e-08), (0.8531556725502014, -8.270394857845531e-08), (0.8580153584480286, -8.614070878820712e-08), (0.8631327748298645, -8.979555587984578e-08), (0.8681029081344604, -9.168277870230668e-08), (0.8730608820915222, -9.302691239554406e-08), (0.8782027959823608, -9.47733909129056e-08), (0.8832343220710754, -9.701884806645467e-08), (0.8882167935371399, -9.935371991787179e-08), (0.8933464884757996, -1.017767914390788e-07), (0.8981939554214478, -1.0361266333802632e-07), (0.9033236503601074, -1.065093542251816e-07), (0.908367395401001, -1.0813802475695411e-07), (0.9088705778121948, -2.092924411556396e-08), (0.8990898132324219, 5.007403380830056e-10), (0.8939846158027649, 5.9201332724967415e-09), (0.8891003727912903, 1.0754722445938114e-08), (0.8841670155525208, -2.7098982613438238e-08), (0.8485658764839172, 3.346508137269666e-08), (0.843767523765564, 3.7101802519146077e-08), (0.838650107383728, 3.9305582788529136e-08), (0.8337781429290771, 4.1303966469286024e-08), (0.8287097811698914, 4.3009357852952235e-08), (0.823665976524353, 4.4748578176267984e-08), (0.8185608386993408, 4.668775943628134e-08)]","[(0.8280324339866638, -6.752831183121089e-08), (0.8330835700035095, -7.164372561874188e-08), (0.8379972577095032, -7.794286460693911e-08), (0.8430827260017395, -8.321864441995785e-08), (0.8482542037963867, -8.770956583248335e-08), (0.8530991673469543, -9.227237995901305e-08), (0.8579613566398621, -9.466077699471498e-08), (0.8631671071052551, -9.800909595014673e-08), (0.8681667447090149, -1.002181875264796e-07), (0.8730461001396179, -1.0349123158448492e-07), (0.878200352191925, -1.0548212969752058e-07), (0.883131206035614, -1.0865284139072173e-07), (0.8990063071250916, -4.500179429101081e-08), (0.8942815661430359, -5.7397933517222555e-08), (0.889556884765625, -4.681084675439706e-08), (0.885072648525238, -1.8035937188187745e-08), (0.8738536238670349, 3.822749405912873e-08), (0.8688196539878845, 5.323784080246696e-08), (0.8637856841087341, 5.492087851166616e-08), (0.8587344288825989, 5.8984699791153616e-08), (0.8537349104881287, 6.098489535588669e-08), (0.8488898277282715, 6.34502512752988e-08), (0.8437700271606445, 6.54698979474233e-08), (0.8387703895568848, 6.797161944405161e-08), (0.833770751953125, 7.014012481931786e-08), (0.8287196159362793, 7.251667710761467e-08), (0.8238574266433716, 7.564256776504408e-08), (0.8187203407287598, 7.831005888192522e-08)]","[(0.8280839323997498, -8.36435489759424e-08), (0.8332381248474121, -9.107888132575681e-08), (0.8380702137947083, -8.874872037267778e-08), (0.843138575553894, -9.877900453147959e-08), (0.8484002351760864, -1.0430784413983929e-07), (0.8532537817955017, -1.0492216517832276e-07), (0.8581288456916809, -1.0796196647788747e-07), (0.8632615804672241, -1.1309890624033869e-07), (0.8682440519332886, -1.207354927146298e-07), (0.8732264637947083, -1.1964455381985317e-07), (0.878294825553894, -1.1886076123346356e-07), (0.8833202123641968, -1.2595717180374777e-07), (0.8883240818977356, -1.283085140357798e-07), (0.8934354186058044, -1.3110471286381653e-07), (0.8983319401741028, -1.30850509094671e-07), (0.903464674949646, -1.3686656075151404e-07), (0.908275306224823, -1.3835997947353462e-07), (0.9136013984680176, -1.4226830558072834e-07), (0.8986325860023499, -5.032006811234169e-08), (0.8835994005203247, 1.7588347134278592e-07), (0.8787243366241455, 5.417429704834831e-08), (0.873806357383728, 6.796634011152491e-08), (0.8689098358154297, 7.423545156370892e-08), (0.8637984991073608, 7.820729308605223e-08), (0.8588375449180603, 8.198144740845237e-08), (0.8539624810218811, 8.432946430048105e-08), (0.8486579060554504, 8.709611876156487e-08), (0.8438258171081543, 8.89007338855663e-08), (0.8388004302978516, 9.160924463458286e-08), (0.833796501159668, 9.402914002976104e-08), (0.8285993337631226, 9.764154640379274e-08), (0.8238745927810669, 1.0116197302068031e-07), (0.8186559081077576, 1.0417601004064636e-07)]",6.407796959706541e-11,7.817985044529974e-08,0.09920899364490554
0,"('IrRu-5/ecsa/ECSA - L2-17.ucv', 'IrRu-5/ecsa/ECSB - L2-18.ucv', 'IrRu-5/ecsa/ECSC - L2-19.ucv')",8.938007489689426e-08,7.225865683579968e-08,7.319147954376604e-08,"[(0.8231874108314514, -5.277349757193406e-08), (0.8279980421066284, -5.9544930763877346e-08), (0.8331154584884644, -6.502115468265401e-08), (0.8380855917930603, -6.987453815554545e-08), (0.8431540131568909, -7.482277908366086e-08), (0.8482223153114319, -7.848426264445152e-08), (0.8531678915023804, -8.255111083599331e-08), (0.858039915561676, -8.589543654125009e-08), (0.8631818890571594, -8.875527868212885e-08), (0.8682748079299927, -9.07856758658454e-08), (0.8731222152709961, -9.208390849835268e-08), (0.8782764673233032, -9.403939316143806e-08), (0.8832834362983704, -9.664127986752646e-08), (0.88826584815979, -9.852488602746234e-08), (0.8933464884757996, -1.0023934038372317e-07), (0.8982430100440979, -1.0211508794100155e-07), (0.90329909324646, -1.0485953794159286e-07), (0.9082937836647034, -1.0682590811939008e-07), (0.908907413482666, -2.4302572398937627e-08), (0.9039617776870728, -1.2384160363865249e-08), (0.8987215757369995, -4.651261598098699e-09), (0.8940091729164124, 1.0764490410153371e-09), (0.888965368270874, 4.887722671043093e-09), (0.8840688467025757, 8.710363985642289e-09), (0.8539164662361145, -9.628183050836014e-08), (0.8386009931564331, 3.374115919996257e-08), (0.8337536454200745, 3.4541599802651035e-08), (0.8286730051040649, 3.5846468904310314e-08), (0.823567807674408, 3.808407811334291e-08), (0.8186467289924622, 3.982511387334853e-08)]","[(0.8281354904174805, -6.510862249342608e-08), (0.8330835700035095, -6.928070206413395e-08), (0.8380144238471985, -7.539885160667836e-08), (0.8430827260017395, -8.025598674521461e-08), (0.8481339812278748, -8.482133750931098e-08), (0.853133499622345, -8.836671128165108e-08), (0.8582705855369568, -9.115853316643552e-08), (0.863081157207489, -9.434953796016998e-08), (0.868252694606781, -9.711260418043821e-08), (0.8730975985527039, -9.941726375473081e-08), (0.8781831860542297, -1.0121618032599144e-07), (0.8832514882087708, -1.0463130450943936e-07), (0.8881651759147644, -1.0710596143326256e-07), (0.9090055823326111, 7.848212746353056e-09), (0.9041776657104492, 9.998894157092764e-09), (0.8790421485900879, 6.17096986843535e-08), (0.8738707900047302, 4.102607675804393e-08), (0.8686822056770325, 4.7763307975401403e-08), (0.863751232624054, 4.980917722718914e-08), (0.8587517142295837, 5.2641588865753874e-08), (0.8537692427635193, 5.472889696989114e-08), (0.8488898277282715, 5.704962902086663e-08), (0.8437871932983398, 5.8615110987148e-08), (0.8387532234191895, 6.140776775964696e-08), (0.833702027797699, 6.362363080825162e-08), (0.8287539482116699, 6.567964305759233e-08), (0.8237028121948242, 6.804182106634471e-08), (0.8187203407287598, 7.098333298927173e-08)]","[(0.9039586782455444, 3.296397466101553e-08), (0.8991265296936035, 4.362040684213753e-08), (0.8939293622970581, 4.8365059512889275e-08), (0.8890328407287598, 5.362561594779436e-08), (0.8839000463485718, 5.786704093679873e-08), (0.8788102269172668, 6.160419729894784e-08), (0.8738062977790833, 6.517219475199454e-08), (0.8688024282455444, 6.850021350146562e-08), (0.8639917969703674, 7.168974747173706e-08), (0.8589449524879456, 7.533598278541831e-08), (0.8538551330566406, 7.723997441644315e-08), (0.8488297462463379, 7.94864902786685e-08), (0.8439332246780396, 8.189053346541186e-08), (0.8388434052467346, 8.385689653778172e-08), (0.8338609337806702, 8.587083755173808e-08), (0.828728199005127, 8.945575302732323e-08), (0.8236598372459412, 9.2884206992494e-08), (0.8187633156776428, 9.543096979314214e-08)]",-1.6188595353128185e-10,1.0255963012184556e-07,0.7069185900083121
0,"('IrRu-5/ecsa/ECSA - L2-21.ucv', 'IrRu-5/ecsa/ECSB - L2-22.ucv', 'IrRu-5/ecsa/ECSC - L2-23.ucv')",8.41759977276979e-08,7.706039273358556e-08,9.824919544598743e-08,"[(0.823015570640564, -5.144748627117224e-08), (0.8280839323997498, -5.8687096071707856e-08), (0.833029568195343, -6.487798032139835e-08), (0.8381101489067078, -6.988722134337877e-08), (0.8430926203727722, -7.406341495652669e-08), (0.8481732606887817, -7.823658165762026e-08), (0.8531678915023804, -8.192525768890846e-08), (0.8581135272979736, -8.535476325732816e-08), (0.8631695508956909, -8.829071873606154e-08), (0.868066132068634, -9.05615493707046e-08), (0.87318354845047, -9.243912302281387e-08), (0.8781782984733582, -9.366485187456419e-08), (0.8832710981369019, -9.664550759680424e-08), (0.88826584815979, -9.857441796157218e-08), (0.8931378126144409, -1.0041633657920102e-07), (0.8982307314872742, -1.0210843726099483e-07), (0.9033604264259338, -1.0587141474616146e-07), (0.9083796739578247, -1.0735450217680409e-07), (0.9087846875190735, -1.742422028883084e-08), (0.9037163257598877, -3.024414274577225e-09), (0.8989793062210083, 1.7235380900260111e-09), (0.8940582871437073, 6.546340802771056e-09), (0.868912935256958, -7.249695954669733e-08), (0.838797390460968, 4.025584132705262e-08), (0.8336554169654846, 4.077476845054662e-08), (0.8287343382835388, 4.258648189647829e-08), (0.8235800862312317, 4.4761868878140376e-08), (0.8188062906265259, 4.661889008161779e-08)]","[(0.8279120326042175, -6.612437175590458e-08), (0.8330664038658142, -7.070832452882314e-08), (0.8381003737449646, -7.759779663274458e-08), (0.8430655598640442, -8.226547976164511e-08), (0.8482198119163513, -8.713361410173093e-08), (0.8530648350715637, -9.100121900473823e-08), (0.8580816388130188, -9.324668326371466e-08), (0.8633045554161072, -9.665758682331216e-08), (0.8681667447090149, -1.000676448370541e-07), (0.8732523322105408, -1.0192068344849758e-07), (0.8781487345695496, -1.0415853068934666e-07), (0.8832514882087708, -1.0713303311149502e-07), (0.9038168787956238, -3.070018195217017e-08), (0.8990578651428223, -3.844893115001469e-08), (0.8945736289024353, -1.6139768632683626e-08), (0.8739222884178162, 4.7237254108267734e-08), (0.8687508702278137, 5.5419871358708406e-08), (0.8637340664863586, 5.6922768720824024e-08), (0.8588375449180603, 6.14145321264914e-08), (0.8538207411766052, 6.324812318325712e-08), (0.8487524390220642, 6.565088739307612e-08), (0.8437356352806091, 6.70396147484098e-08), (0.8388735055923462, 6.92191051143709e-08), (0.833650529384613, 7.117193945305189e-08), (0.8287196159362793, 7.352903708124359e-08), (0.8237714767456055, 7.659657086378502e-08), (0.8187031745910645, 7.969623538883752e-08)]","[(0.8280409574508667, -8.281740093707413e-08), (0.8332381248474121, -9.048574867165371e-08), (0.8381346464157104, -8.91723885843021e-08), (0.8431815505027771, -1.0019829232987831e-07), (0.8483358025550842, -1.0144810147494354e-07), (0.8532967567443848, -1.0584363252519324e-07), (0.8583436012268066, -1.07347645439404e-07), (0.8633045554161072, -1.1565149549142006e-07), (0.8683299422264099, -1.1883957995451055e-07), (0.8732908964157104, -1.203224115897683e-07), (0.8783377408981323, -1.2078844235929864e-07), (0.8835564255714417, -1.2428368734163087e-07), (0.8883026242256165, -1.2678331984261604e-07), (0.8933924436569214, -1.3051158020971343e-07), (0.898439347743988, -1.3125298892191495e-07), (0.903507649898529, -1.3578620894350024e-07), (0.908640444278717, -1.3752324434790353e-07), (0.9135584235191345, -1.3963098410840757e-07), (0.8990406394004822, -4.168603240373159e-08), (0.8788102269172668, 5.698746718962866e-08), (0.8739351630210876, 7.214645592057423e-08), (0.8688024282455444, 7.737423146636502e-08), (0.8637555837631226, 8.113147487165406e-08), (0.8588375449180603, 8.455252498151822e-08), (0.8540698885917664, 8.722086164425491e-08), (0.8490015268325806, 8.973167808790095e-08), (0.8439976572990417, 9.137137624293246e-08), (0.8388648629188538, 9.40566309282076e-08), (0.8337750434875488, 9.618896967822366e-08), (0.8287281394004822, 9.951805424179838e-08), (0.8238961100578308, 1.0302473896217634e-07), (0.8186559081077576, 1.0527231353307798e-07)]",1.407319771828956e-10,6.538539872498926e-08,0.425831651307789
